ID,Target
ID_0ES1NB7NUS,0
ID_167ZH7921A,1
ID_SFLHI485PJ,1
ID_2GO1MWC09P,0
ID_BJSR10WS5J,0
ID_1HZYKNWI7E,0
ID_DR7OV5ZF3V,0
ID_6WBZWI88U7,1
ID_I5X5T2E1Q6,0
ID_L73HDATDDI,0
ID_R1BP5ZS1MU,0
ID_7Q1RHUWI0A,0
ID_3XHEC0JZMO,0
ID_9049UD78AW,0
ID_URPXEQMWC7,0
ID_1JFQ2U7DZ0,0
ID_0W9S8AYBU1,0
ID_ZVG2SLHLGM,0
ID_KWS17GZ3ZI,0
ID_HH8L24XKNH,0
ID_LH3YJP3W8V,1
ID_1BVRYDUR44,0
ID_OQ8C5OCI4H,0
ID_7X84H6W6PS,0
ID_YXUQYSSA0E,0
ID_T6UZORVTBX,0
ID_STKDG3KQE3,1
ID_VSR885AXBZ,1
ID_QBYY03VP48,0
ID_V6U8NEGFK5,0
ID_K57HF2IF5G,1
ID_WPNGAMQWE8,0
ID_KWSLIGWBUQ,0
ID_AJODNUJIEL,0
ID_T4LH2DGWNT,0
ID_M4RILLPVF2,1
ID_JRGB6SV1WD,0
ID_GR7VRS71HQ,1
ID_A1BDFWI74A,0
ID_RUDGMDB395,0
ID_J1IJLQIMBX,0
ID_Z8MG91YFQG,0
ID_QLKQQGP0T8,0
ID_Z0QY6C0DFL,0
ID_2Q9JA7YPSQ,0
ID_2LL3ST4LBG,0
ID_P1AOINCL4N,1
ID_TMMM7JCOCD,0
ID_OJNCA023VV,0
ID_O1VP0X66R9,0
ID_JGXCZEA3WF,0
ID_0QONM154IW,0
ID_V1HXJTEQ4J,1
ID_FFZY0VB5FK,1
ID_BXJ8E0CTRO,1
ID_CUJB9YEGQW,0
ID_SC74AODO2K,0
ID_F2MKT4G0HZ,0
ID_HRRPZF13OW,0
ID_KY2YJWRZBU,1
ID_DRXRK6PJ64,0
ID_DY9DW7APW8,1
ID_Y32XTOBHT7,0
ID_BDZOR431CJ,0
ID_FUOOBSR8NI,0
ID_T50WV6FT6A,0
ID_93ZF1ZC6YI,1
ID_B2A4B5NUX8,0
ID_JAG4MGCZ9S,0
ID_EKO2SGT9VH,0
ID_0SST3RMXU4,1
ID_V7UX5JTN1S,0
ID_UZDHFXP07P,0
ID_4S6QZJ6XSZ,0
ID_VR07D27S33,1
ID_WC9EYQ24E0,1
ID_4WK0PIR3M5,1
ID_99LWEAP9B2,0
ID_PJ8DE2EJQZ,0
ID_WGNKFQCVLM,0
ID_6VLTDZ0X0Z,0
ID_D83X745P4P,0
ID_ZWHC0FSWX2,0
ID_ISWUZV74Z3,0
ID_Z1V1PR021R,0
ID_RTNWKCZCTB,1
ID_0ZDKTKGSRO,0
ID_RGEMCIYD0C,0
ID_98L9V7MSTW,0
ID_AX6R2WNGEV,1
ID_6R0KDDFDM7,1
ID_KOW65AAYQH,0
ID_RGN2P8FW65,0
ID_9FZSA230G4,0
ID_HJ18Y7TXBB,1
ID_DZQF9U8DBJ,0
ID_0Q9QM97S3N,0
ID_1M9RTDZHUK,0
ID_AJGNQ1A1DK,0
ID_S5UCVJB6B1,1
ID_TSK9HQ1PL1,1
ID_WUV59GKYCX,0
ID_M86ZI30JQF,0
ID_Q8R6CBBWPJ,0
ID_ATWDN9L08P,0
ID_YY35B2U16H,0
ID_IJ1TG3NIJO,0
ID_C8HE2Q9USU,1
ID_5UBRMSJ3QD,0
ID_JS2FTNVOUL,0
ID_0SLPOUGWAC,0
ID_Q8ZMZY05UI,0
ID_J9D2APJZ8Q,0
ID_9PIBETHTEX,1
ID_41GRIZ0GUX,0
ID_H06BCDF6SA,0
ID_A5IQA84ARZ,0
ID_4XD1PB1VED,0
ID_MFGVHTP9RK,1
ID_2H2X118LAW,0
ID_HURHZD294D,0
ID_8BL66THA1T,1
ID_K3XDXEMZ5E,1
ID_SSO4J5O8ZK,0
ID_UNYHK79WTR,0
ID_FDJ38TITNT,0
ID_QQ2GBSPNU1,1
ID_N4D4KZYMMF,0
ID_OYM0FR36YE,0
ID_NGAY51VLRB,0
ID_AKF4DILUQY,0
ID_FEL59M93SA,0
ID_VC5SFDKXMB,0
ID_SVXV2NIMX1,1
ID_DIPEXP4DJK,1
ID_MQ322U4SUN,0
ID_UFIR3L0GVZ,0
ID_JL7MWNO41E,0
ID_MZ18L1PTU2,0
ID_5Y9W6CBGUU,0
ID_1H8Z72PZUQ,0
ID_0PBKRSEFEZ,0
ID_6F2V36TKOM,0
ID_CR18558K2I,0
ID_MKO9AGD3TU,0
ID_6M69V8KLJH,0
ID_410125XV32,1
ID_2UCYEV0TBY,0
ID_55KT9HCU89,0
ID_AVA5CDO15T,0
ID_A543FM5EA9,0
ID_HTWVM05ZBI,0
ID_RXF0LLZCN3,0
ID_T9PR6LQ14E,1
ID_XP2RJNDUS8,1
ID_7EGDAC81OU,0
ID_JRJPZ2VGG0,1
ID_2GOFHPF5MH,0
ID_U3QW6FMYPI,0
ID_SQZKCHVX2Y,0
ID_472JBKX82Y,0
ID_CIPA3SBHRK,0
ID_Y34I6NIFT8,0
ID_8EMRRY3QAG,0
ID_0IVL38S59K,0
ID_CM8J9E2DDJ,0
ID_IL3Z8LHLA3,0
ID_XLTQXDHS4W,0
ID_F9UAA02EHJ,1
ID_RPKP2I03G7,0
ID_XIOL5PDTSR,0
ID_LHBVXQENM0,0
ID_GEU677H8WO,0
ID_DFVYALY2OK,1
ID_7WJ1MH8YSS,1
ID_YM2295TJIR,0
ID_ISE2SN8967,1
ID_UOBAQUEIUF,0
ID_9NUEHYTYSM,0
ID_L5AYWDUIEZ,0
ID_5VLRDPED4E,1
ID_S5E9K3M0VY,0
ID_XF3E6S1HV8,0
ID_INGVX7S72V,0
ID_U8TBHR79TH,0
ID_TU6K1G7DJ2,1
ID_4T2IRJI6GV,0
ID_G9YQLRLFOT,0
ID_GJ283KOOVG,1
ID_EROQUCLPAW,0
ID_QVZJW11DOZ,0
ID_XAFMV6JTSW,1
ID_4CP24R86UJ,0
ID_5QCMB0I7NK,1
ID_05C4N3Q4XP,0
ID_0CAV1SR20H,0
ID_MXZEV0TTPJ,0
ID_5IL39QXIQF,1
ID_SRR4RHLO4U,1
ID_EGZN5UFWQ6,0
ID_AF1IWB1X3U,0
ID_A3A3AGAELR,0
ID_A99CKK63ZS,0
ID_RD80J9XTP2,0
ID_ID337UG29F,0
ID_X85QCXLTGN,0
ID_8YU1AI65FT,0
ID_M6V8NR3QW1,0
ID_M87GHE25IS,0
ID_PNVH8CGHT0,0
ID_JMGYMIIER7,0
ID_SH6M6WFXJ2,1
ID_FP1YTA73S6,0
ID_HT8SSYGXKJ,0
ID_2QMGZZ2BDY,1
ID_5TVPY4UO2Z,1
ID_ZKTJPRA90G,0
ID_A4CZQG5YD1,0
ID_5BEMF2C8VD,0
ID_U6DP8KHRW7,1
ID_YK04SQFYP0,0
ID_QQTFZW82AM,0
ID_B1LZP3DS5W,0
ID_KKFTJNHAAF,1
ID_7LGORZREWC,0
ID_0PUZYEP90X,0
ID_QWARNDYU5W,0
ID_7LE4PZ63RI,0
ID_USJKIKF7C2,0
ID_YJW10LHAO5,1
ID_RVLR647SYK,0
ID_CB2S7RX7YM,0
ID_8KHEN6B0SU,0
ID_UPOS0OH4L1,0
ID_ETM1RV2913,0
ID_AXY77W4L0E,0
ID_1JTNJ32KU6,0
ID_QJDS705M14,1
ID_QJQO4K5RLH,1
ID_68SKBHF48L,0
ID_H8BQWM3ELT,0
ID_SPCT73OV63,0
ID_WSEJQDR650,0
ID_Z7K4UP8O8I,1
ID_9XEER7G05A,0
ID_NMRJ7YVVTK,0
ID_3KQMI3V0GV,1
ID_K7KUHNCRI1,0
ID_08I7YIDPCX,1
ID_ET0D15R4Z4,0
ID_8OR6Z2MPRG,0
ID_G7ROUC3ZGP,0
ID_RU2RQ889R2,0
ID_WVYN68OSQZ,0
ID_SYI4DWL41L,0
ID_L3DME3ACUN,1
ID_BPIFRVLZGY,0
ID_FI7RQYC897,0
ID_B9TN0KDNDM,1
ID_8DGLE5KLNI,0
ID_38PSQDKUEP,0
ID_Q4L5O3J80S,0
ID_CQVEZBIIMV,0
ID_KZUN5XSDCY,0
ID_OKWO5DJQIC,0
ID_Z8B1JCFRV0,0
ID_2U3MAR6J54,0
ID_WMX1DIFQ11,0
ID_A02W005AOD,0
ID_GS9FDG6HL0,0
ID_T2836XJIB5,1
ID_WV0MOYYT3Z,0
ID_4EP83971N1,0
ID_27ZGMNG2JJ,0
ID_DW4AGE6WEW,0
ID_O9Q5SLTNRE,0
ID_HD073YOJVQ,0
ID_O2SJA04GRV,0
ID_9YWWX8COQG,1
ID_6XLHB4XPLK,0
ID_0D3TFRSGUA,1
ID_1OLXJT73RV,0
ID_5X61SPVFP0,0
ID_Z5QQKY1YKS,0
ID_BAHBMI5PRL,0
ID_ZIUMCA57C5,0
ID_7FFXQ8T2EF,0
ID_OPKHYX00GJ,1
ID_CG6O6B5GRG,0
ID_UUBNDMKF50,0
ID_J39WB1RGLI,0
ID_0HTVU460EN,1
ID_NXI7EOVX06,0
ID_1Z6S51SV3L,0
ID_CHQU2BSIT6,0
ID_DGOO1DP1XE,0
ID_ZHFLA9IVCN,1
ID_E8FZNNYDMJ,0
ID_OMW4G80U2Y,0
ID_L9PZTPU7HG,0
ID_M1RSS3CHZW,0
ID_S5T8R00ST6,0
ID_00GT5QZUUV,0
ID_2IV7VWO4PR,0
ID_6H0NKKS7DD,1
ID_PJM6NE2A0O,0
ID_A2LH8WNT75,0
ID_WU47O1AXAK,0
ID_KQ7CE9FE8K,0
ID_9AE1BN0E3A,0
ID_TZA0GRN2NM,1
ID_BD8O2NCJCG,0
ID_LTYVH0XXHV,0
ID_GDSR3Y54HR,0
ID_6DW8G1AK03,0
ID_ZY8FGG3BTN,0
ID_VUVRZWEXKL,0
ID_VTNWPMXL7Q,0
ID_LNKMUH997S,1
ID_XYIVANBXWY,0
ID_714JKLN2J2,0
ID_JAGRE6VD6G,0
ID_4VE6Q7QGYW,0
ID_Y9H2CI1VUO,0
ID_RK0CH7Z44O,0
ID_AEZSCQZR44,0
ID_H194EPAXN2,0
ID_DJ58SGMFYS,0
ID_Q5YQYSBLTA,1
ID_O7BW3B5589,1
ID_0ICSIOMHZW,0
ID_S6IYNZPH26,0
ID_7R0SMRJUCP,0
ID_PD7OK5OMA1,0
ID_QVCDZ98KMO,0
ID_MP98UIQQT8,0
ID_JGTMZD2E8P,0
ID_X7VW5K4TQJ,1
ID_U4K4GMQWR7,0
ID_37LRQL0CSG,1
ID_F0GP8DK9PG,1
ID_IMTEXW3DUV,1
ID_W0AFVU77NF,0
ID_NY81OLNGDP,0
ID_QAP73KDKBR,0
ID_83GNCLLDLA,1
ID_0GFAIT2V57,0
ID_L3FKN92REL,0
ID_XGTY750DQ8,1
ID_RJH3YLIU55,0
ID_4E2KIRPLC4,0
ID_MP7PLE8MR6,0
ID_GHOM87ECTR,0
ID_H4OELC6PED,0
ID_0T2NUI3D5W,1
ID_MK31FH45DO,1
ID_R3VUV9LPWN,0
ID_JK99TP97I3,0
ID_GG5MJ3RIVL,0
ID_O4GCPX866N,1
ID_XMWHW00DBS,0
ID_C41VOAXI7Z,1
ID_HUW35RB4PG,1
ID_26HWCEGG3O,0
ID_D6B8AI1E9V,1
ID_TFJ5MTWV1U,0
ID_GSOPFSJAU7,0
ID_KNSTHH9V8V,0
ID_KOZXA9EOSM,0
ID_8LN6THQ1ME,0
ID_ONSR8MIKPF,1
ID_V03PBKGGY7,0
ID_65KVY29VNW,0
ID_7QPPT0DLOV,0
ID_LGE3NS3K8W,0
ID_7V8596UAUY,0
ID_EEWK45Q49E,1
ID_UVPH388B5Z,0
ID_60FUJ0U841,0
ID_R9QV56PYNW,0
ID_E4DN8DAXPA,0
ID_PCHKWT8M7Y,0
ID_GRBNMGUL98,0
ID_BR9JZ7CC0V,1
ID_6G4CRQ1C8K,0
ID_28SHYS4VR6,1
ID_YZOJDN4I4E,0
ID_LC4SR64XOO,0
ID_ZPDHOJH9E4,0
ID_ZRQKB1HSNF,0
ID_I6XH1YFCVF,0
ID_XMB7UGQIP2,0
ID_NOASMLAJCC,1
ID_RM1JDWK8TO,0
ID_PEKIMNF0ES,0
ID_C36D6YDEUB,0
ID_PHL9QK7YFU,1
ID_7H7386WOG4,0
ID_PRNJ7037D0,0
ID_98167VK3XP,0
ID_8JTT3OMII4,0
ID_Q8MG75UE46,0
ID_WQ8B28V28L,0
ID_9USSRWDFKG,0
ID_BA3Z2FTYJ2,0
ID_668PLD8248,0
ID_65ZY9UI291,0
ID_0TM0HTDSCN,0
ID_JL4SXGIYXW,0
ID_VM9TA02GRV,0
ID_C6RYG1L01B,0
ID_8VLD9F3EZ9,0
ID_7ML5PBNEZO,0
ID_KP65W661DT,1
ID_46CGZ6GMSA,0
ID_OCGO08UEZD,0
ID_JLF9HP2XR6,0
ID_9KQDJ0SM0A,0
ID_E73YQARP5Y,1
ID_W4RY7E7OOQ,0
ID_ERUB7BE2IK,0
ID_MWOKUWDU9Y,1
ID_YNZTB2TH39,0
ID_TOO9SEYX75,1
ID_AF0WCQXN3Z,0
ID_ONFRIW44UF,1
ID_PU18L5EMDO,0
ID_QSEG7K5IY0,1
ID_Q42FU9N9JU,0
ID_8OVI30SY4V,1
ID_A0PCUDFFZC,0
ID_ISS8C6J8VH,1
ID_FZ2JGA053E,0
ID_D4QXWHESFM,0
ID_RD21JOPK6O,0
ID_IR5C15Q1LR,0
ID_GQ286W711N,1
ID_FAWWHNZWDR,0
ID_ML3XWJOKX4,0
ID_6ZEGZZ57BJ,0
ID_39DOQTR8Y1,0
ID_9FX8F4FV27,0
ID_K9U55932QX,1
ID_39DJLAK3FK,1
ID_ZPAEEKSS9B,1
ID_2WVSOSCA98,0
ID_ORVLIFUFA1,0
ID_HR845I3Q3A,0
ID_T6638CKYBQ,1
ID_9908GOO4TN,0
ID_21B66W6AED,1
ID_GS6ACIBLOJ,0
ID_RBXG6PRXEP,1
ID_U4ATIDYQVH,0
ID_URKQWVAUFN,0
ID_DLE71MJP3K,0
ID_R4107YW8I5,0
ID_ZAC4LCACOM,1
ID_JYQHQIU0SL,1
ID_JU8MHLI3YT,0
ID_JAM2S5ZOZE,0
ID_PKKHHGR2VY,0
ID_3R7YBJCH2S,0
ID_9GLNGSCV1O,1
ID_DIKVF4INN1,1
ID_8U53YFDWIT,0
ID_IKK7663JNP,0
ID_WPENFN22O6,0
ID_0H924LEGRX,0
ID_FQMN4S5M0O,0
ID_QO5DG5P65J,0
ID_A39ZIH4CA8,0
ID_KTKOWXOZ5N,0
ID_FJXGTQIC43,1
ID_TS3FG9QAY6,0
ID_ZRIJ9WISCQ,0
ID_QDRZC4FGJJ,0
ID_0MW78ZZ85Y,0
ID_1AUZRJMELT,0
ID_4LKFPMZ3EE,1
ID_LCJPJV68VM,0
ID_1A4NWRZZOL,1
ID_K5MLPMXPNE,0
ID_SCJCWG3891,0
ID_KHZ0QHX2ZL,0
ID_6SV62CSV6R,0
ID_JS2DJP5P5P,1
ID_F94TUBPXHJ,0
ID_LTLO1Z58O7,0
ID_T4FEJU344C,0
ID_791NQ209D6,0
ID_AR73ULOSK5,0
ID_O19QTEM1PW,0
ID_Q286O7PDN9,0
ID_WREHYELAHO,1
ID_9AAL3HYPBZ,1
ID_XIR9AR0I1T,1
ID_WPP9U5XDYF,0
ID_G1EU80B686,0
ID_3478MUKBYI,0
ID_K3F0Y2N1JJ,1
ID_EV6B223I7R,0
ID_CSO2RLU1AC,0
ID_57OD923XI0,1
ID_221XHAJRLP,1
ID_7IZASD7TAS,0
ID_NDAREG67NH,0
ID_H9G7N8DZBT,0
ID_JGAXXVL4O2,1
ID_T4NANJALWJ,1
ID_GKZJ39ERUX,0
ID_D78N3CYXEE,0
ID_SQTA5OBPF8,0
ID_BTMC0CFO89,1
ID_4AC418KATO,0
ID_61D98H5TFQ,1
ID_GOPJKK7RGG,0
ID_GS3V2X4BU4,1
ID_28BRYELTOP,0
ID_KE0Q90FOD6,0
ID_59O47J4N99,0
ID_0W1NGKW90Z,0
ID_3P4M6JTFRV,0
ID_79O5LTOJMM,0
ID_L5PAJ9C58E,0
ID_9LFZ5F90S4,0
ID_GX1H6W1VS0,0
ID_3B3W734DPI,1
ID_G3XXEVUZWW,0
ID_3MGHQ1STH7,0
ID_X3I5BTGI2R,0
ID_UDRZPHLDRZ,0
ID_SD51LOX5LQ,0
ID_W0LQ70JVPD,0
ID_NLP76KTOQ0,0
ID_5JJG5VJQFP,0
ID_2GOXTRCVX1,1
ID_7PMMCN9Z2S,0
ID_VCFGZYOKGF,0
ID_LKOPMMIHWM,0
ID_7VSOQZF8TX,0
ID_3SWC8323T1,1
ID_FPNAZI2EQ5,0
ID_J4IK675G7V,0
ID_AY6B97NE9T,0
ID_CRRMPS1YBY,1
ID_34N8LYROH2,0
ID_IUYZSUUPXG,1
ID_7SB3QU91FU,1
ID_Z5MOI7GBSJ,0
ID_0EB8S12K75,0
ID_PHAWDJWJQ1,0
ID_NPG4U8WLUN,0
ID_MHAD43CJUJ,0
ID_5J7CZYSIN7,1
ID_HQAJKHEWXT,0
ID_Q7AW7G67S8,0
ID_6VPW7GKBK0,1
ID_E0P588OWD0,1
ID_FDX0N46FJB,0
ID_0T8VOXTGWN,0
ID_L5V7YRQ4E5,0
ID_CXZDQJI4AK,0
ID_I4I2VHWEOX,0
ID_PKJVWUTQL7,0
ID_RCM1NIOXGH,0
ID_L05R9S1N8H,1
ID_HS23JGCPJT,1
ID_5J86BMCTG9,0
ID_OZZDTM7Z97,0
ID_QJKSCS7PQL,0
ID_ENJ4YV2WNP,0
ID_TN0G5IRXFX,0
ID_ZF0MC464PB,0
ID_D0RV8NY6J3,0
ID_K88LT36J6S,1
ID_LYFISOL8GE,0
ID_IMISZDC46E,0
ID_XB17YQOY90,0
ID_0MNR9SQAXO,0
ID_WVBZ7S0YR1,0
ID_UDR3MEQIPS,0
ID_APLLAHH6F2,1
ID_P1V14UJJTA,0
ID_N00AZAAPFR,1
ID_P31E7ROUAW,0
ID_5GY4B5P6NN,0
ID_6DSUO44EFY,1
ID_4KPJVZ74CM,0
ID_MA83LN52KJ,1
ID_VM1BFBBOG1,0
ID_AK7VUFEAZK,0
ID_ZETN2MUZPG,0
ID_5Y3ZXT1SF6,0
ID_8DUWFB71NB,0
ID_FULBLZJQTC,0
ID_0IJ93NJMFM,1
ID_83536RRQXD,1
ID_QXLPRN8DPN,0
ID_O4619AQBWC,0
ID_MNB9B6QF64,1
ID_GYEUP2OPTQ,0
ID_T96RYALF0O,0
ID_GIIATLCZYK,0
ID_4OTD7Z97MO,0
ID_SIFTNQ8JNV,0
ID_H3KEWRQ9MF,1
ID_24B9HUSO9F,0
ID_5YVR9O9O0O,0
ID_SZJ13G8022,0
ID_T71P0ZHILM,0
ID_SBIO8VY0OL,0
ID_QA155Q4XP1,1
ID_MJH8NXQQU1,0
ID_6Z03T73URA,0
ID_UTT1DK0Q1G,0
ID_KVK79JOT1I,1
ID_BDR9I54LCD,0
ID_HOMFML3L9F,0
ID_ARJAJ6LXAY,0
ID_26I9WJFM96,0
ID_GF25BI2FZX,1
ID_BWVKMQNCBA,0
ID_Q1N5PGRP4R,1
ID_FZODHE30IQ,0
ID_YHQ1TIABQT,0
ID_BB3OOANJDC,0
ID_B1P9QHGPZI,0
ID_WZFASBPLV0,1
ID_2BUQ8MZH5C,0
ID_OBU67BALU2,0
ID_HKWRRD9ZXL,1
ID_O47NBU69Y2,0
ID_YN7BM9IK59,1
ID_XDTC7PNO73,0
ID_EPLE7DFZL2,0
ID_D5E2MIA5WG,0
ID_KG3PE5VXCN,1
ID_4JS4M434C2,0
ID_NME1HNBM5N,0
ID_JYGFUXS0R4,0
ID_FSCB9TTXLK,1
ID_C26FEH1WWO,0
ID_HISH2PU6PD,0
ID_FJZM3LLLS5,0
ID_R1682Y42WZ,0
ID_IS3YI74BZU,0
ID_7LRYLELPTY,0
ID_X9JXDSSZUP,0
ID_MOGM93YKWJ,1
ID_0U3M8VUQOK,0
ID_QLPYG29OX4,0
ID_RPAPEW056Q,0
ID_OISZ5F7VEF,0
ID_HCL22OQXU3,0
ID_EL6L11ZN7B,0
ID_A05DNI08GF,1
ID_39BLBB5DE6,0
ID_J3ZU4ILZKB,0
ID_4AANYDEQN3,0
ID_FS9VP7KSZ3,1
ID_Z4X0LH7JCW,0
ID_4ON3YZGO7Z,1
ID_QKO3G5J6AQ,0
ID_Y6TS86XEMH,0
ID_N9AHYAR2ZE,1
ID_291MQZUTJ7,0
ID_90I91OKAEO,0
ID_81S4N6PLWH,0
ID_1ZL210089L,0
ID_I2HD0225QI,0
ID_ABEVFQ6VZH,0
ID_H9H165498S,0
ID_1NFPYD4UVN,0
ID_XYF90L4L9G,0
ID_OGG8WJAIZ1,0
ID_63DBDZE1DU,0
ID_BHPPVOXMND,0
ID_D96H5C6L0L,0
ID_C2HHD6ZVE6,1
ID_H331N9GQA1,0
ID_D17RZOQ95F,0
ID_QHN2MELZST,1
ID_SP29DJ8NEJ,0
ID_W67GU3L040,0
ID_0CACCCWG1A,0
ID_HY3UREYM1X,0
ID_WAUWWVGAPD,0
ID_2B3ZG8T4E1,1
ID_EOK84RFF5E,1
ID_OQ1JIFEHNH,0
ID_ZPS3MRWZTB,1
ID_Z5X00F770U,0
ID_SYGDWSMLFG,1
ID_IXETN0OGZH,1
ID_CF80VQ2ITJ,1
ID_H2124748BE,0
ID_HAHBLMQY59,0
ID_MQSOM1DQ39,0
ID_X4YE98QX8S,0
ID_ZIQ37WV5M3,0
ID_S9TI8X4PTA,0
ID_G6UVDVWXKD,0
ID_HXS59BTIQJ,0
ID_G9G9D4XRQY,1
ID_SX5HYNQI1X,0
ID_CL5781GD9A,0
ID_9GOUZAHCPX,0
ID_MYTWVLZQJR,0
ID_XM5GB03MZQ,0
ID_ULOUB2N4RM,0
ID_MFESZH4SIF,0
ID_VKEMGF61X4,0
ID_LSWQ74KFQB,1
ID_DUIWVJ5E06,0
ID_ZAY98LENH4,0
ID_65OHRHTXLP,0
ID_90UO575OL9,0
ID_VOIT9KEXSB,0
ID_DRGPG3MWPB,0
ID_3H5QMIRRSO,0
ID_QV5L1EBDPD,0
ID_OZYRG43HK9,0
ID_0BNG3J0VXS,0
ID_J3DFJYZW3P,1
ID_0YBTI6ASCM,0
ID_8X3HQV0IM6,1
ID_KV0RHILX88,0
ID_OL47GK5J38,0
ID_2TQRQIAUNZ,1
ID_MAT8VVSRQM,0
ID_ZZ0CV81N0P,1
ID_HN3Y8AKCG4,0
ID_D5OYHC770K,0
ID_U2CZF377VT,0
ID_VES6DA95V1,1
ID_3LA0P02GM2,0
ID_0A12BOSB4U,1
ID_K9IHKPIJE6,1
ID_VMQ3SWEBIU,0
ID_HBLCPVSF20,1
ID_NA5J9E7WDV,0
ID_WE242LSJT9,1
ID_4437M8N1K6,0
ID_HHOBX4YIV8,0
ID_9NQ3KYDWT4,0
ID_9MLN6TCD38,1
ID_FKL4CVPEKT,0
ID_ME3LJEJ3A7,1
ID_CJF4FZFK6A,1
ID_I3NQ9X85Q1,0
ID_8CBBF0Z0LM,1
ID_CI4NB89AUN,1
ID_LV7XJMA8X1,1
ID_RSSF3M05AK,0
ID_5M641T59VP,0
ID_E0KTTZ1XGE,0
ID_LNHE8R4Y75,0
ID_SVK2V2TEEX,0
ID_2ZRLAPOQY3,0
ID_R6VRL0KVRJ,1
ID_OQUCETR6SW,0
ID_QZ230SE5KT,1
ID_4I9B6LHMOD,0
ID_Q6IPP7HPFF,0
ID_KB1P13ACMX,0
ID_Q6WH1LKTCJ,0
ID_T6L0P3MWNL,1
ID_GMSWYA8V6D,1
ID_RD1GH1F639,0
ID_KT5H6RGSXA,0
ID_FP4L5DUI81,0
ID_XYGFA9DLGB,1
ID_RFYBL1DW6L,0
ID_J60KMWYP4G,1
ID_7Y5YK7WAIE,1
ID_J3T5D9L7Z8,0
ID_FW4RVB6GTB,0
ID_I8VXWL7X2I,1
ID_PKW6UZ63LU,1
ID_R61MWA5CCB,0
ID_1BZ05VL149,0
ID_72QWQ0VXOH,0
ID_MWZVKEDK72,1
ID_CMFCNLGCSL,0
ID_M46F3EXEQ0,1
ID_VGZPTTFHYT,1
ID_Y6RMPM2SLV,1
ID_SI3WPCCFG2,0
ID_Q0WQFBHVH9,1
ID_F1P4VD6T4G,0
ID_XP11C2HBRW,0
ID_Q5LYU871PG,0
ID_LADGA0AAL1,1
ID_8L9WPS9HYK,0
ID_F6AHEH493O,1
ID_O76XPQPBD0,1
ID_B24MWEDTPU,0
ID_HIZ3SFZAF9,1
ID_OJT0KNI73Q,0
ID_XZ00YCNRUW,1
ID_EERQ9PA70Z,1
ID_RTKMSGOTZW,0
ID_1FUPDXERG8,0
ID_F1B5NF53IZ,0
ID_OPLY0SROJF,0
ID_RNXIVSET3R,0
ID_P2S7ND8AFL,0
ID_XZARV0Y2NK,0
ID_L0H9IBOCP3,0
ID_1OMG04ICLJ,0
ID_G6BXB88N3V,0
ID_7JJH0QMN4M,1
ID_75ZFQVW98G,0
ID_8NDNIA9QJ7,0
ID_C2XJBO7EXH,0
ID_Z51BJ0MEX7,0
ID_NNF6E8M6CL,0
ID_D34A0BBH3A,1
ID_6241SZU9X2,0
ID_ZVLQ4XDJVH,0
ID_9U9Z3H6BPH,0
ID_QRI5BAFRQ8,0
ID_REBKHIY537,0
ID_JW6UHYQ0YG,0
ID_Z87F8LQIBI,0
ID_TV1LR4Z8N2,1
ID_YA1R4IMRY3,0
ID_DUM6FP0WQA,0
ID_2TI9XUGILN,0
ID_WGWRF2KGP7,0
ID_E0E2SF2YDQ,0
ID_SCR7KLJI9Y,0
ID_P9BKU1XEJP,1
ID_H0ZIV93GO0,0
ID_VR1755V3MF,0
ID_EZFG9G1XJC,0
ID_FFQZV4JPY9,1
ID_WKHJGL4OG7,0
ID_NS8JLVRSFF,0
ID_X9TGELTZW3,0
ID_P0QRMQ81GE,0
ID_DSG5Q5AOAQ,0
ID_TIG3Y04JZ7,0
ID_923KXGJZ4S,1
ID_PVTBT7XFG3,0
ID_ZUGJ3VO0BJ,0
ID_7XOBPOL2RI,1
ID_1DRVDXB7ZF,0
ID_LNZZDXDUES,1
ID_1YFILPCO9H,0
ID_9FBG1TRBOF,0
ID_4JFY3X4XN5,0
ID_SXR8XNX7M7,0
ID_1H2UDTIV0A,0
ID_1LRCS131BB,0
ID_UMOOQI61DT,0
ID_AE2YF3B10F,1
ID_9NBGELIY9M,0
ID_LS0EVUPER9,1
ID_4VGEAGEG4L,0
ID_9UVI32JDUN,0
ID_Q90TXOEXZI,0
ID_35JIN7FHX6,0
ID_QDK6ASUVXR,0
ID_1KLLXX5RRW,0
ID_3JYK3OT9GE,1
ID_5S70MXTBHS,0
ID_A3BK751O8Y,0
ID_3XHMMHTXOG,0
ID_UY13WC2XVA,1
ID_A3H18BT016,1
ID_UWAQ9YZGYA,0
ID_BEF95F4OOE,1
ID_6S2L0DPAWK,0
ID_Z8UZD1GR13,0
ID_4CCFHRK27K,1
ID_8LEQ4DQ12B,0
ID_VER6UE0SJ4,0
ID_YX17GTXF7G,0
ID_421GBNART3,0
ID_01G51TC6MP,0
ID_S5Y47NH8W3,0
ID_5NSR8VN1YA,0
ID_Q0S3BM5TQ4,0
ID_R5PBV636F7,0
ID_ACXQDKXYK4,1
ID_N1WD4DQVF0,0
ID_9YLESE8V7V,0
ID_OAT7N8IWQQ,0
ID_NCL58D2HMK,0
ID_CAMJEBCL8E,1
ID_YOR3GFK9O1,1
ID_AX0Q2QRAM8,0
ID_IVC6MC3GHV,0
ID_0Q8LEN119Z,0
ID_O52OHWAJL0,0
